ACCT,212,01,12133,Managerial Accounting,Class,10:50 am - 11:50 am,MWF,Science 2 260,Aug 31, 2015 - Dec 15, 2015,Discussion,Mark S Mushalla (P)
ACCT,212,02,12143,Managerial Accounting,Class,12:00 pm - 1:00 pm,MWF,Science 2 260,Aug 31, 2015 - Dec 15, 2015,Discussion,Mark S Mushalla (P)
ACCT,212,03,12151,Managerial Accounting,Class,4:40 pm - 5:40 pm,MWF,Lecture Hall 005,Aug 31, 2015 - Dec 15, 2015,Discussion,Alexander M Woloszyn (P)
ACCT,305,01,12969,Cost Accounting,Class,6:00 pm - 7:25 pm,MW,Student Services Wing 321,Aug 31, 2015 - Dec 15, 2015,Discussion,Adrian Morales (P)
ACCT,305,02,13013,Cost Accounting,Class,3:30 pm - 4:30 pm,MWF,Lecture Hall 005,Aug 31, 2015 - Dec 15, 2015,Discussion,Alexander M Woloszyn (P)
ACCT,305,03,19974,Cost Accounting,Class,11:40 am - 1:05 pm,TR,Academic Building A G023,Aug 31, 2015 - Dec 15, 2015,Discussion,Jonathan F Ross (P)
ACCT,305,04,21653,Cost Accounting,Class,1:15 pm - 2:40 pm,TR,Academic Building A G023,Aug 31, 2015 - Dec 15, 2015,Discussion,Jonathan F Ross (P)
ACCT,311,01,14397,Intermed Accounting Theory I,Class,2:50 pm - 4:15 pm,TR,Academic Building A G019,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
ACCT,311,02,14437,Intermed Accounting Theory I,Class,1:15 pm - 2:40 pm,TR,Academic Building A G019,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
ACCT,311,03,14447,Intermed Accounting Theory I,Class,11:40 am - 1:05 pm,MW,Academic Building A G019,Aug 31, 2015 - Dec 15, 2015,Discussion,Linna Shi (P)
ACCT,311,04,23548,Intermed Accounting Theory I,Class,1:15 pm - 2:40 pm,MW,Academic Building A G019,Aug 31, 2015 - Dec 15, 2015,Discussion,Linna Shi (P)
ACCT,312,01,14497,Intermediate Acctg Theory II,Class,2:50 pm - 4:15 pm,MW,Academic Building A G023,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
ACCT,312,02,14498,Intermediate Acctg Theory II,Class,4:25 pm - 5:50 pm,MW,Academic Building A G023,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
ACCT,312,03,24353,Intermediate Acctg Theory II,Class,10:05 am - 11:30 am,TR,Engineering Building R15,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
ACCT,312,04,27260,Intermediate Acctg Theory II,Class,11:40 am - 1:05 pm,TR,Science Library 302,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
ACCT,460,01,16652,Auditing,Class,2:50 pm - 4:15 pm,MW,Academic Building A G019,Aug 31, 2015 - Dec 15, 2015,Discussion,Anthony Alan Meder (P)
ACCT,460,02,16659,Auditing,Class,4:25 pm - 5:50 pm,MW,Academic Building A G019,Aug 31, 2015 - Dec 15, 2015,Discussion,Anthony Alan Meder (P)
ACCT,460,03,16658,Auditing,Class,10:05 am - 11:30 am,TR,Library North 2447,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
ACCT,460,04,24354,Auditing,Class,1:15 pm - 2:40 pm,TR,Old Digman Hall 100D,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
ACCT,465,01,24597,Arbitrage Strategies,Class,1:15 pm - 2:40 pm,MW,Academic Building A G002,Aug 31, 2015 - Dec 15, 2015,Discussion,Murali Jagannathan (P)
ACCT,476,01,21420,Entity Taxation,Class,6:00 pm - 7:25 pm,TR,Academic Building A G007,Aug 31, 2015 - Dec 15, 2015,Discussion,Richard W Mertens (P)
ACCT,476,02,21421,Entity Taxation,Class,4:25 pm - 5:50 pm,TR,Academic Building A G007,Aug 31, 2015 - Dec 15, 2015,Discussion,Richard W Mertens (P)
ACCT,491,05,23988,Practicum In College Teaching,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Yan Zhang (P)
ACCT,491,22,22071,Practicum In College Teaching,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Elliot Kamlet (P)
ACCT,491,24,26034,Practicum In College Teaching,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,TBA
ACCT,491,65,20589,Practicum In College Teaching,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Mark S Mushalla (P)
ACCT,491,75,23157,Practicum In College Teaching,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Alexander M Woloszyn (P)
ACCT,491,76,25078,Practicum In College Teaching,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Jun Guo (P)
ACCT,491,81,25077,Practicum In College Teaching,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Linna Shi (P)
ACCT,491,84,26908,Practicum In College Teaching,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Anthony Alan Meder (P)
ACCT,495,37,23141,Internship,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Internship,Brian H Perry (P)
ACCT,497,05,23159,Readings And Research,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Yan Zhang (P)
ACCT,497,09,26924,Readings And Research,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Jonathan F Ross (P)
ACCT,497,17,22095,Readings And Research,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Louis Braiotta (P)
ACCT,497,20,26033,Readings And Research,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Nan Zhou (P)
ACCT,497,65,22096,Readings And Research,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,TBA
ACCT,497,75,24148,Readings And Research,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Alexander M Woloszyn (P)
ACCT,497,90,26931,Readings And Research,Class,TBA, ,TBA,Aug 31, 2015 - Dec 15, 2015,Independent Study,Jonathan F Ross (P)
ACCT,540,01,19726,Financial Accounting Theory,Class,10:05 am - 11:30 am,TR,University Union 108,Aug 31, 2015 - Dec 15, 2015,Discussion,Nan Zhou (P)
ACCT,540,02,19724,Financial Accounting Theory,Class,1:15 pm - 2:40 pm,TR,University Union 108,Aug 31, 2015 - Dec 15, 2015,Discussion,Nan Zhou (P)
ACCT,541,01,22764,Audit & Managerial Acct Theory,Class,10:05 am - 11:30 am,TR,Science Library 210,Aug 31, 2015 - Dec 15, 2015,Discussion,Steven T Schwartz (P)
ACCT,541,02,22765,Audit & Managerial Acct Theory,Class,1:15 pm - 2:40 pm,TR,University Union 215,Aug 31, 2015 - Dec 15, 2015,Discussion,Steven T Schwartz (P)
ACCT,555,01,19485,Advanced Accounting Theory,Class,11:40 am - 1:05 pm,MW,University Union 108,Aug 31, 2015 - Dec 15, 2015,Discussion,Sara Ann Reiter (P)
ACCT,555,02,19486,Advanced Accounting Theory,Class,1:15 pm - 2:40 pm,MW,University Union 108,Aug 31, 2015 - Dec 15, 2015,Discussion,Sara Ann Reiter (P)
ACCT,573,01,22766,Individual Tax,Class,8:30 am - 9:55 am,MW,University Union 108,Aug 31, 2015 - Dec 15, 2015,Discussion,Elliot Kamlet (P)
ACCT,573,02,22844,Individual Tax,Class,10:05 am - 11:30 am,MW,University Union 108,Aug 31, 2015 - Dec 15, 2015,Discussion,Elliot Kamlet (P)
ACCT,573,03,22614,Individual Tax,Class,7:35 pm - 9:00 pm,MW,Fine Arts 212,Aug 31, 2015 - Dec 15, 2015,Discussion,Patrick J Price (P)
ACCT,576,01,22924,Entity Taxation,Class,6:00 pm - 7:25 pm,TR,Academic Building A G007,Aug 31, 2015 - Dec 15, 2015,Discussion,Richard W Mertens (P)
ACCT,576,02,22925,Entity Taxation,Class,4:25 pm - 5:50 pm,TR,Academic Building A G007,Aug 31, 2015 - Dec 15, 2015,Discussion,Richard W Mertens (P)
ACCT,581A,01,19325,Arbitrage Strategies,Class,11:40 am - 1:05 pm,MW,Academic Building A G002,Aug 31, 2015 - Dec 15, 2015,Discussion,Murali Jagannathan (P)
ACCT,581B,01,24690,Forensic Accounting,Class,6:00 pm - 7:25 pm,TR,Lecture Hall 011,Aug 31, 2015 - Dec 15, 2015,Discussion,Michael Danaher (P)
ACCT,581C,01,21478,Accounting Information Systems,Class,8:30 am - 9:55 am,MW,Academic Building A G019,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
ACCT,581C,02,22395,Accounting Information Systems,Class,10:05 am - 11:30 am,MW,Academic Building A G019,Aug 31, 2015 - Dec 15, 2015,Discussion,TBA
